Machine Module SVA1032X Plus
Trace Name,Trace A
1.831048e+05,-2.618337e+01
1.846283e+05,-2.622786e+01
1.861646e+05,-2.621067e+01
1.877136e+05,-2.625108e+01
1.892754e+05,-2.623502e+01
1.908503e+05,-2.612901e+01
1.924383e+05,-2.616397e+01
1.940395e+05,-2.620867e+01
1.956540e+05,-2.622342e+01
1.972820e+05,-2.627150e+01
1.989235e+05,-2.622449e+01
2.005786e+05,-2.621528e+01
2.022475e+05,-2.624481e+01
2.039304e+05,-2.632566e+01
2.056272e+05,-2.626952e+01
2.073381e+05,-2.629973e+01
2.090633e+05,-2.614937e+01
2.108028e+05,-2.620120e+01
2.125568e+05,-2.616531e+01
2.143254e+05,-2.625575e+01
2.161087e+05,-2.623117e+01
2.179069e+05,-2.612305e+01
2.197200e+05,-2.611624e+01
2.215482e+05,-2.625517e+01
2.233916e+05,-2.610572e+01
2.252503e+05,-2.614244e+01
2.271245e+05,-2.613502e+01
2.290143e+05,-2.616282e+01
2.309199e+05,-2.621517e+01
2.328412e+05,-2.616457e+01
2.347786e+05,-2.621425e+01
2.367321e+05,-2.621030e+01
2.387019e+05,-2.613621e+01
2.406880e+05,-2.626942e+01
2.426907e+05,-2.622777e+01
2.447100e+05,-2.615933e+01
2.467461e+05,-2.617559e+01
2.487992e+05,-2.622587e+01
2.508693e+05,-2.619612e+01
2.529567e+05,-2.613023e+01
2.550614e+05,-2.616913e+01
2.571837e+05,-2.624663e+01
2.593236e+05,-2.621595e+01
2.614813e+05,-2.620201e+01
2.636570e+05,-2.617743e+01
2.658508e+05,-2.617341e+01
2.680628e+05,-2.618086e+01
2.702933e+05,-2.629192e+01
2.725422e+05,-2.618905e+01
2.748100e+05,-2.620203e+01
2.770965e+05,-2.621653e+01
2.794021e+05,-2.619536e+01
2.817269e+05,-2.622268e+01
2.840710e+05,-2.623840e+01
2.864347e+05,-2.629871e+01
2.888180e+05,-2.621222e+01
2.912211e+05,-2.626005e+01
2.936442e+05,-2.619851e+01
2.960875e+05,-2.627838e+01
2.985511e+05,-2.626178e+01
3.010352e+05,-2.617011e+01
3.035400e+05,-2.636397e+01
3.060657e+05,-2.627209e+01
3.086123e+05,-2.619607e+01
3.111801e+05,-2.621040e+01
3.137693e+05,-2.633605e+01
3.163801e+05,-2.622538e+01
3.190125e+05,-2.615276e+01
3.216669e+05,-2.615764e+01
3.243433e+05,-2.614999e+01
3.270421e+05,-2.623891e+01
3.297632e+05,-2.625797e+01
3.325071e+05,-2.614525e+01
3.352737e+05,-2.626625e+01
3.380634e+05,-2.618206e+01
3.408763e+05,-2.620927e+01
3.437125e+05,-2.613003e+01
3.465724e+05,-2.616114e+01
3.494561e+05,-2.621844e+01
3.523638e+05,-2.613341e+01
3.552956e+05,-2.614334e+01
3.582519e+05,-2.625016e+01
3.612328e+05,-2.617909e+01
3.642384e+05,-2.614711e+01
3.672691e+05,-2.612127e+01
3.703250e+05,-2.614889e+01
3.734063e+05,-2.623733e+01
3.765133e+05,-2.623858e+01
3.796461e+05,-2.614660e+01
3.828049e+05,-2.620857e+01
3.859901e+05,-2.627108e+01
3.892017e+05,-2.614615e+01
3.924401e+05,-2.618761e+01
3.957054e+05,-2.619497e+01
3.989979e+05,-2.627133e+01
4.023178e+05,-2.629895e+01
4.056653e+05,-2.632282e+01
4.090407e+05,-2.628740e+01
4.124442e+05,-2.625735e+01
4.158759e+05,-2.633438e+01
4.193363e+05,-2.631135e+01
4.228254e+05,-2.631472e+01
4.263435e+05,-2.630135e+01
4.298909e+05,-2.632950e+01
4.334679e+05,-2.623624e+01
4.370746e+05,-2.625017e+01
4.407113e+05,-2.632960e+01
4.443783e+05,-2.637599e+01
4.480757e+05,-2.629025e+01
4.518040e+05,-2.636791e+01
4.555632e+05,-2.630876e+01
4.593538e+05,-2.626637e+01
4.631759e+05,-2.629317e+01
4.670298e+05,-2.633718e+01
4.709157e+05,-2.630985e+01
4.748340e+05,-2.639793e+01
4.787849e+05,-2.621017e+01
4.827687e+05,-2.631903e+01
4.867856e+05,-2.630649e+01
4.908359e+05,-2.623871e+01
4.949199e+05,-2.626045e+01
4.990380e+05,-2.632824e+01
5.031902e+05,-2.628894e+01
5.073771e+05,-2.623792e+01
5.115987e+05,-2.633560e+01
5.158555e+05,-2.631888e+01
5.201477e+05,-2.625346e+01
5.244757e+05,-2.621759e+01
5.288396e+05,-2.627976e+01
5.332398e+05,-2.634586e+01
5.376767e+05,-2.633121e+01
5.421505e+05,-2.632477e+01
5.466615e+05,-2.635192e+01
5.512100e+05,-2.621618e+01
5.557964e+05,-2.638771e+01
5.604209e+05,-2.640679e+01
5.650840e+05,-2.627783e+01
5.697858e+05,-2.627751e+01
5.745267e+05,-2.635273e+01
5.793071e+05,-2.631800e+01
5.841273e+05,-2.629539e+01
5.889875e+05,-2.626888e+01
5.938883e+05,-2.626429e+01
5.988297e+05,-2.636989e+01
6.038123e+05,-2.637455e+01
6.088364e+05,-2.624796e+01
6.139023e+05,-2.628562e+01
6.190103e+05,-2.630939e+01
6.241608e+05,-2.629161e+01
6.293542e+05,-2.634440e+01
6.345908e+05,-2.631941e+01
6.398709e+05,-2.619022e+01
6.451950e+05,-2.623269e+01
6.505634e+05,-2.632121e+01
6.559765e+05,-2.634584e+01
6.614346e+05,-2.633288e+01
6.669381e+05,-2.638246e+01
6.724874e+05,-2.641415e+01
6.780829e+05,-2.626149e+01
6.837249e+05,-2.652770e+01
6.894139e+05,-2.645977e+01
6.951502e+05,-2.642465e+01
7.009342e+05,-2.652416e+01
7.067664e+05,-2.631244e+01
7.126471e+05,-2.645581e+01
7.185767e+05,-2.640746e+01
7.245557e+05,-2.644008e+01
7.305844e+05,-2.651684e+01
7.366633e+05,-2.642445e+01
7.427927e+05,-2.648473e+01
7.489732e+05,-2.643963e+01
7.552051e+05,-2.643178e+01
7.614888e+05,-2.646083e+01
7.678248e+05,-2.648812e+01
7.742136e+05,-2.637802e+01
7.806555e+05,-2.635653e+01
7.871510e+05,-2.643104e+01
7.937005e+05,-2.646342e+01
8.003046e+05,-2.646246e+01
8.069636e+05,-2.648403e+01
8.136780e+05,-2.644618e+01
8.204482e+05,-2.651168e+01
8.272748e+05,-2.656136e+01
8.341582e+05,-2.652486e+01
8.410989e+05,-2.644209e+01
8.480973e+05,-2.649636e+01
8.551540e+05,-2.657727e+01
8.622693e+05,-2.637265e+01
8.694439e+05,-2.651741e+01
8.766782e+05,-2.649703e+01
8.839726e+05,-2.640471e+01
8.913278e+05,-2.648798e+01
8.987441e+05,-2.643068e+01
9.062222e+05,-2.631609e+01
9.137625e+05,-2.650166e+01
9.213655e+05,-2.652142e+01
9.290318e+05,-2.662377e+01
9.367619e+05,-2.658452e+01
9.445563e+05,-2.652135e+01
9.524155e+05,-2.653613e+01
9.603401e+05,-2.653680e+01
9.683307e+05,-2.660651e+01
9.763878e+05,-2.656521e+01
9.845119e+05,-2.655855e+01
9.927036e+05,-2.658468e+01
1.000963e+06,-2.650116e+01
1.009292e+06,-2.658024e+01
1.017690e+06,-2.656114e+01
1.026158e+06,-2.659548e+01
1.034696e+06,-2.653941e+01
1.043305e+06,-2.655925e+01
1.051986e+06,-2.658957e+01
1.060739e+06,-2.661242e+01
1.069565e+06,-2.658861e+01
1.078465e+06,-2.653776e+01
1.087438e+06,-2.653579e+01
1.096486e+06,-2.659659e+01
1.105609e+06,-2.668907e+01
1.114809e+06,-2.655247e+01
1.124085e+06,-2.663692e+01
1.133438e+06,-2.664832e+01
1.142868e+06,-2.661028e+01
1.152378e+06,-2.661100e+01
1.161966e+06,-2.662180e+01
1.171634e+06,-2.671262e+01
1.181383e+06,-2.662742e+01
1.191213e+06,-2.661376e+01
1.201124e+06,-2.660924e+01
1.211118e+06,-2.657974e+01
1.221196e+06,-2.673761e+01
1.231357e+06,-2.663738e+01
1.241602e+06,-2.671085e+01
1.251933e+06,-2.670517e+01
1.262350e+06,-2.668606e+01
1.272853e+06,-2.672540e+01
1.283444e+06,-2.666974e+01
1.294123e+06,-2.678538e+01
1.304891e+06,-2.671754e+01
1.315749e+06,-2.683514e+01
1.326696e+06,-2.675135e+01
1.337735e+06,-2.673763e+01
1.348866e+06,-2.673848e+01
1.360089e+06,-2.673702e+01
1.371406e+06,-2.675146e+01
1.382817e+06,-2.671697e+01
1.394323e+06,-2.672209e+01
1.405924e+06,-2.675433e+01
1.417622e+06,-2.677278e+01
1.429418e+06,-2.678508e+01
1.441311e+06,-2.683127e+01
1.453304e+06,-2.678260e+01
1.465396e+06,-2.668205e+01
1.477589e+06,-2.673195e+01
1.489883e+06,-2.678749e+01
1.502280e+06,-2.687044e+01
1.514780e+06,-2.680749e+01
1.527384e+06,-2.674836e+01
1.540092e+06,-2.693199e+01
1.552907e+06,-2.681354e+01
1.565828e+06,-2.679673e+01
1.578857e+06,-2.681943e+01
1.591994e+06,-2.679634e+01
1.605240e+06,-2.687218e+01
1.618596e+06,-2.690213e+01
1.632064e+06,-2.684679e+01
1.645644e+06,-2.684814e+01
1.659336e+06,-2.696209e+01
1.673143e+06,-2.677421e+01
1.687065e+06,-2.692678e+01
1.701102e+06,-2.693404e+01
1.715256e+06,-2.690621e+01
1.729528e+06,-2.691761e+01
1.743919e+06,-2.689834e+01
1.758429e+06,-2.682311e+01
1.773060e+06,-2.687207e+01
1.787813e+06,-2.691697e+01
1.802689e+06,-2.678426e+01
1.817688e+06,-2.684746e+01
1.832812e+06,-2.689060e+01
1.848062e+06,-2.688672e+01
1.863439e+06,-2.688966e+01
1.878944e+06,-2.683368e+01
1.894578e+06,-2.685866e+01
1.910342e+06,-2.695645e+01
1.926237e+06,-2.694898e+01
1.942264e+06,-2.694935e+01
1.958425e+06,-2.692549e+01
1.974720e+06,-2.690167e+01
1.991151e+06,-2.695347e+01
2.007719e+06,-2.704247e+01
2.024424e+06,-2.697194e+01
2.041268e+06,-2.707560e+01
2.058253e+06,-2.706134e+01
2.075379e+06,-2.701742e+01
2.092647e+06,-2.707943e+01
2.110059e+06,-2.713187e+01
2.127616e+06,-2.708615e+01
2.145319e+06,-2.710526e+01
2.163169e+06,-2.707113e+01
2.181168e+06,-2.706769e+01
2.199317e+06,-2.709307e+01
2.217616e+06,-2.703638e+01
2.236068e+06,-2.700717e+01
2.254673e+06,-2.705251e+01
2.273434e+06,-2.704310e+01
2.292350e+06,-2.713015e+01
2.311423e+06,-2.724949e+01
2.330656e+06,-2.713211e+01
2.350048e+06,-2.720055e+01
2.369602e+06,-2.710982e+01
2.389318e+06,-2.720314e+01
2.409199e+06,-2.704416e+01
2.429245e+06,-2.709264e+01
2.449457e+06,-2.712962e+01
2.469838e+06,-2.707492e+01
2.490389e+06,-2.713979e+01
2.511110e+06,-2.719382e+01
2.532004e+06,-2.721018e+01
2.553072e+06,-2.721018e+01
2.574315e+06,-2.714189e+01
2.595735e+06,-2.722350e+01
2.617333e+06,-2.728138e+01
2.639110e+06,-2.724916e+01
2.661069e+06,-2.718354e+01
2.683211e+06,-2.721372e+01
2.705537e+06,-2.727442e+01
2.728048e+06,-2.726134e+01
2.750747e+06,-2.724470e+01
2.773635e+06,-2.725195e+01
2.796713e+06,-2.730730e+01
2.819983e+06,-2.726159e+01
2.843447e+06,-2.723737e+01
2.867106e+06,-2.729063e+01
2.890962e+06,-2.725442e+01
2.915017e+06,-2.728574e+01
2.939271e+06,-2.735336e+01
2.963728e+06,-2.737764e+01
2.988388e+06,-2.734989e+01
3.013253e+06,-2.740307e+01
3.038325e+06,-2.727368e+01
3.063605e+06,-2.739915e+01
3.089096e+06,-2.733575e+01
3.114799e+06,-2.740051e+01
3.140716e+06,-2.740942e+01
3.166849e+06,-2.727364e+01
3.193199e+06,-2.732348e+01
3.219768e+06,-2.735045e+01
3.246558e+06,-2.735251e+01
3.273571e+06,-2.739103e+01
3.300809e+06,-2.741167e+01
3.328274e+06,-2.742683e+01
3.355967e+06,-2.740829e+01
3.383891e+06,-2.744058e+01
3.412047e+06,-2.743249e+01
3.440437e+06,-2.743403e+01
3.469063e+06,-2.754363e+01
3.497928e+06,-2.742575e+01
3.527033e+06,-2.746028e+01
3.556379e+06,-2.741492e+01
3.585971e+06,-2.745266e+01
3.615808e+06,-2.747692e+01
3.645893e+06,-2.745283e+01
3.676229e+06,-2.749307e+01
3.706818e+06,-2.750374e+01
3.737661e+06,-2.753367e+01
3.768760e+06,-2.758605e+01
3.800118e+06,-2.751140e+01
3.831737e+06,-2.750904e+01
3.863620e+06,-2.750512e+01
3.895767e+06,-2.757355e+01
3.928182e+06,-2.748799e+01
3.960867e+06,-2.748371e+01
3.993824e+06,-2.751313e+01
4.027054e+06,-2.752406e+01
4.060562e+06,-2.755904e+01
4.094348e+06,-2.753077e+01
4.128415e+06,-2.753669e+01
4.162766e+06,-2.752593e+01
4.197403e+06,-2.756955e+01
4.232327e+06,-2.766652e+01
4.267543e+06,-2.754912e+01
4.303051e+06,-2.759457e+01
4.338855e+06,-2.765200e+01
4.374957e+06,-2.764872e+01
4.411359e+06,-2.760625e+01
4.448064e+06,-2.760875e+01
4.485074e+06,-2.753875e+01
4.522393e+06,-2.763586e+01
4.560022e+06,-2.761986e+01
4.597964e+06,-2.761925e+01
4.636221e+06,-2.764937e+01
4.674797e+06,-2.771131e+01
4.713694e+06,-2.764687e+01
4.752915e+06,-2.768833e+01
4.792462e+06,-2.767722e+01
4.832338e+06,-2.773066e+01
4.872546e+06,-2.774011e+01
4.913088e+06,-2.776482e+01
4.953968e+06,-2.771013e+01
4.995187e+06,-2.772391e+01
5.036750e+06,-2.770438e+01
5.078659e+06,-2.773035e+01
5.120916e+06,-2.771032e+01
5.163525e+06,-2.774932e+01
5.206489e+06,-2.776123e+01
5.249810e+06,-2.774357e+01
5.293491e+06,-2.772340e+01
5.337536e+06,-2.771576e+01
5.381947e+06,-2.774041e+01
5.426728e+06,-2.776280e+01
5.471881e+06,-2.777170e+01
5.517411e+06,-2.775473e+01
5.563319e+06,-2.773423e+01
5.609609e+06,-2.774912e+01
5.656284e+06,-2.781335e+01
5.703347e+06,-2.775670e+01
5.750802e+06,-2.781872e+01
5.798652e+06,-2.777170e+01
5.846900e+06,-2.776257e+01
5.895550e+06,-2.778210e+01
5.944604e+06,-2.779150e+01
5.994067e+06,-2.784167e+01
6.043941e+06,-2.782084e+01
6.094230e+06,-2.782275e+01
6.144937e+06,-2.784199e+01
6.196067e+06,-2.778251e+01
6.247621e+06,-2.781210e+01
6.299605e+06,-2.784954e+01
6.352022e+06,-2.782974e+01
6.404874e+06,-2.787508e+01
6.458166e+06,-2.780277e+01
6.511902e+06,-2.788633e+01
6.566085e+06,-2.784056e+01
6.620718e+06,-2.786014e+01
6.675806e+06,-2.785729e+01
6.731353e+06,-2.791367e+01
6.787361e+06,-2.793738e+01
6.843836e+06,-2.790866e+01
6.900781e+06,-2.788935e+01
6.958199e+06,-2.788112e+01
7.016095e+06,-2.789895e+01
7.074473e+06,-2.788085e+01
7.133337e+06,-2.791756e+01
7.192690e+06,-2.791384e+01
7.252538e+06,-2.794997e+01
7.312883e+06,-2.796747e+01
7.373730e+06,-2.789674e+01
7.435084e+06,-2.795625e+01
7.496948e+06,-2.794986e+01
7.559327e+06,-2.792095e+01
7.622225e+06,-2.795862e+01
7.685646e+06,-2.793296e+01
7.749595e+06,-2.796682e+01
7.814076e+06,-2.797850e+01
7.879094e+06,-2.794814e+01
7.944652e+06,-2.794559e+01
8.010756e+06,-2.794168e+01
8.077410e+06,-2.797010e+01
8.144619e+06,-2.793316e+01
8.212387e+06,-2.794191e+01
8.280718e+06,-2.804644e+01
8.349619e+06,-2.798053e+01
8.419092e+06,-2.804909e+01
8.489144e+06,-2.803636e+01
8.559778e+06,-2.796309e+01
8.631001e+06,-2.803958e+01
8.702815e+06,-2.802352e+01
8.775228e+06,-2.802535e+01
8.848243e+06,-2.802543e+01
8.921865e+06,-2.806002e+01
8.996100e+06,-2.802024e+01
9.070953e+06,-2.805573e+01
9.146428e+06,-2.808145e+01
9.222532e+06,-2.805585e+01
9.299269e+06,-2.804534e+01
9.376644e+06,-2.805014e+01
9.454663e+06,-2.811716e+01
9.533331e+06,-2.810543e+01
9.612654e+06,-2.804851e+01
9.692636e+06,-2.809800e+01
9.773285e+06,-2.806778e+01
9.854604e+06,-2.806421e+01
9.936600e+06,-2.805333e+01
1.001928e+07,-2.807445e+01
1.010264e+07,-2.810483e+01
1.018670e+07,-2.808530e+01
1.027146e+07,-2.810075e+01
1.035693e+07,-2.813404e+01
1.044310e+07,-2.812457e+01
1.053000e+07,-2.812497e+01
1.061761e+07,-2.811099e+01
1.070596e+07,-2.813574e+01
1.079504e+07,-2.819486e+01
1.088486e+07,-2.812548e+01
1.097542e+07,-2.814575e+01
1.106675e+07,-2.812567e+01
1.115883e+07,-2.815857e+01
1.125168e+07,-2.818431e+01
1.134530e+07,-2.819241e+01
1.143970e+07,-2.821638e+01
1.153488e+07,-2.820784e+01
1.163086e+07,-2.819674e+01
1.172763e+07,-2.820221e+01
1.182521e+07,-2.822390e+01
1.192361e+07,-2.824599e+01
1.202282e+07,-2.822121e+01
1.212285e+07,-2.826192e+01
1.222372e+07,-2.824287e+01
1.232543e+07,-2.828988e+01
1.242799e+07,-2.825077e+01
1.253139e+07,-2.826735e+01
1.263566e+07,-2.828382e+01
1.274080e+07,-2.827927e+01
1.284681e+07,-2.831306e+01
1.295370e+07,-2.830968e+01
1.306148e+07,-2.831060e+01
1.317016e+07,-2.830100e+01
1.327975e+07,-2.830334e+01
1.339024e+07,-2.833388e+01
1.350165e+07,-2.834134e+01
1.361400e+07,-2.831946e+01
1.372727e+07,-2.832390e+01
1.384149e+07,-2.830688e+01
1.395666e+07,-2.832201e+01
1.407279e+07,-2.836365e+01
1.418988e+07,-2.838511e+01
1.430795e+07,-2.838161e+01
1.442700e+07,-2.842400e+01
1.454704e+07,-2.837144e+01
1.466808e+07,-2.837124e+01
1.479013e+07,-2.836405e+01
1.491319e+07,-2.839772e+01
1.503727e+07,-2.841783e+01
1.516239e+07,-2.840263e+01
1.528855e+07,-2.843326e+01
1.541576e+07,-2.845348e+01
1.554403e+07,-2.845771e+01
1.567337e+07,-2.843721e+01
1.580378e+07,-2.847824e+01
1.593527e+07,-2.845926e+01
1.606786e+07,-2.848195e+01
1.620156e+07,-2.847905e+01
1.633636e+07,-2.853297e+01
1.647229e+07,-2.853306e+01
1.660935e+07,-2.853543e+01
1.674755e+07,-2.855426e+01
1.688690e+07,-2.857493e+01
1.702741e+07,-2.856977e+01
1.716909e+07,-2.856130e+01
1.731194e+07,-2.859016e+01
1.745599e+07,-2.859032e+01
1.760123e+07,-2.861109e+01
1.774768e+07,-2.861176e+01
1.789535e+07,-2.863666e+01
1.804425e+07,-2.864426e+01
1.819439e+07,-2.864245e+01
1.834578e+07,-2.866070e+01
1.849843e+07,-2.867685e+01
1.865234e+07,-2.867527e+01
1.880754e+07,-2.871843e+01
1.896403e+07,-2.866856e+01
1.912182e+07,-2.870861e+01
1.928093e+07,-2.875760e+01
1.944136e+07,-2.876470e+01
1.960312e+07,-2.877181e+01
1.976623e+07,-2.876066e+01
1.993070e+07,-2.880885e+01
2.009653e+07,-2.882648e+01
2.026374e+07,-2.885407e+01
2.043235e+07,-2.880038e+01
2.060236e+07,-2.886724e+01
2.077378e+07,-2.888445e+01
2.094663e+07,-2.892167e+01
2.112092e+07,-2.888579e+01
2.129666e+07,-2.892362e+01
2.147386e+07,-2.889043e+01
2.165253e+07,-2.897745e+01
2.183269e+07,-2.895385e+01
2.201435e+07,-2.894844e+01
2.219753e+07,-2.897581e+01
2.238222e+07,-2.903203e+01
2.256846e+07,-2.903320e+01
2.275624e+07,-2.905136e+01
2.294558e+07,-2.905288e+01
2.313650e+07,-2.907402e+01
2.332901e+07,-2.910060e+01
2.352312e+07,-2.911480e+01
2.371885e+07,-2.914646e+01
2.391620e+07,-2.915353e+01
2.411520e+07,-2.920603e+01
2.431585e+07,-2.920110e+01
2.451817e+07,-2.924931e+01
2.472218e+07,-2.923743e+01
2.492788e+07,-2.925148e+01
2.513530e+07,-2.932339e+01
2.534444e+07,-2.930172e+01
2.555532e+07,-2.933972e+01
2.576795e+07,-2.939472e+01
2.598235e+07,-2.937962e+01
2.619854e+07,-2.940897e+01
2.641653e+07,-2.943374e+01
2.663633e+07,-2.943170e+01
2.685796e+07,-2.950426e+01
2.708143e+07,-2.950278e+01
2.730677e+07,-2.953901e+01
2.753397e+07,-2.957035e+01
2.776307e+07,-2.961410e+01
2.799408e+07,-2.965620e+01
2.822700e+07,-2.967032e+01
2.846187e+07,-2.969199e+01
2.869869e+07,-2.976397e+01
2.893748e+07,-2.974936e+01
2.917825e+07,-2.979782e+01
2.942103e+07,-2.983339e+01
2.966583e+07,-2.994249e+01
2.991267e+07,-2.992203e+01
3.016156e+07,-3.001634e+01
3.041252e+07,-3.003718e+01
3.066557e+07,-3.007889e+01
3.092072e+07,-3.013297e+01
3.117800e+07,-3.019590e+01
3.143742e+07,-3.022733e+01
3.169900e+07,-3.029941e+01
3.196275e+07,-3.031272e+01
3.222870e+07,-3.037171e+01
3.249686e+07,-3.036574e+01
3.276725e+07,-3.043650e+01
3.303990e+07,-3.044036e+01
3.331481e+07,-3.046596e+01
3.359200e+07,-3.046223e+01
3.387151e+07,-3.045713e+01
3.415334e+07,-3.048969e+01
3.443751e+07,-3.052658e+01
3.472405e+07,-3.056560e+01
3.501298e+07,-3.052325e+01
3.530431e+07,-3.053787e+01
3.559806e+07,-3.053888e+01
3.589425e+07,-3.062932e+01
3.619292e+07,-3.059479e+01
3.649406e+07,-3.066719e+01
3.679771e+07,-3.068697e+01
3.710389e+07,-3.068704e+01
3.741262e+07,-3.077787e+01
3.772391e+07,-3.083381e+01
3.803779e+07,-3.087889e+01
3.835429e+07,-3.084609e+01
3.867342e+07,-3.094133e+01
3.899520e+07,-3.098570e+01
3.931967e+07,-3.105059e+01
3.964683e+07,-3.102093e+01
3.997671e+07,-3.110188e+01
4.030934e+07,-3.113528e+01
4.064474e+07,-3.117133e+01
4.098293e+07,-3.120597e+01
4.132393e+07,-3.125292e+01
4.166777e+07,-3.128632e+01
4.201447e+07,-3.135594e+01
4.236405e+07,-3.137280e+01
4.271654e+07,-3.143240e+01
4.307197e+07,-3.152364e+01
4.343035e+07,-3.165163e+01
4.379172e+07,-3.162766e+01
4.415609e+07,-3.176240e+01
4.452349e+07,-3.185910e+01
4.489395e+07,-3.190163e+01
4.526750e+07,-3.196192e+01
4.564415e+07,-3.208131e+01
4.602393e+07,-3.210278e+01
4.640688e+07,-3.211969e+01
4.679301e+07,-3.222311e+01
4.718236e+07,-3.223608e+01
4.757494e+07,-3.230733e+01
4.797079e+07,-3.233496e+01
4.836993e+07,-3.240031e+01
4.877240e+07,-3.248600e+01
4.917821e+07,-3.249062e+01
4.958740e+07,-3.261551e+01
5.000000e+07,-3.266425e+01
